contract_id,month_index,logins_total,active_users,leads_created,opportunities_created,reports_generated,feature_adoption_score
2699,2,70,14,28,11,14,0.5998839790785109
2699,3,98,14,14,9,14,0.5998839790785109
2699,4,154,14,56,17,14,0.5998839790785109
2699,5,98,14,28,9,14,0.5998839790785109
2699,6,112,14,0,0,14,0.5998839790785109
2700,0,30,6,6,3,0,0.6614298335307528
2700,1,42,6,12,5,18,0.6614298335307528
2700,2,48,6,6,2,6,0.6614298335307528
2700,3,24,6,12,5,12,0.6614298335307528
2700,4,30,6,0,0,0,0.6614298335307528
2700,5,42,6,6,3,18,0.6614298335307528
2700,6,48,6,6,2,0,0.6614298335307528
2700,7,84,6,18,11,18,0.6614298335307528
2700,8,66,6,0,0,0,0.6614298335307528
2700,9,66,6,6,3,6,0.6614298335307528
2700,10,36,6,18,9,6,0.6614298335307528
2700,11,66,6,18,11,6,0.6614298335307528
2701,0,250,50,150,53,0,0.8090369450902506
2701,1,300,50,100,65,50,0.8090369450902506
2701,2,650,50,0,0,50,0.8090369450902506
2701,3,0,50,0,0,0,0.8090369450902506
2701,4,700,50,200,136,50,0.8090369450902506
2701,5,650,50,100,69,50,0.8090369450902506
2702,0,16,2,2,1,2,0.35429407726571377
2702,1,14,2,8,2,2,0.35429407726571377
2702,2,18,2,2,0,0,0.35429407726571377
2702,3,24,2,8,5,2,0.35429407726571377
2702,4,16,2,2,1,0,0.35429407726571377
2702,5,12,2,8,4,0,0.35429407726571377
2703,0,40,4,16,6,4,0.493371919420242
2703,1,40,4,20,12,0,0.493371919420242
2704,0,70,10,20,13,10,0.5489727807245255
2704,1,10,10,20,6,10,0.5489727807245255
2704,2,80,10,0,0,10,0.5489727807245255
2704,3,100,10,20,11,10,0.5489727807245255
2704,4,70,10,10,5,30,0.5489727807245255
2704,5,100,10,30,13,30,0.5489727807245255
2705,0,35,7,0,0,0,0.24550672564527692
2705,1,42,7,35,19,7,0.24550672564527692
2705,2,28,7,21,6,7,0.24550672564527692
2705,3,77,7,14,9,14,0.24550672564527692
2705,4,49,7,21,8,7,0.24550672564527692
2705,5,84,7,28,9,7,0.24550672564527692
2706,0,70,7,14,7,7,0.18017075181904804
2706,1,70,7,7,3,7,0.18017075181904804
2706,2,105,7,28,18,0,0.18017075181904804
2706,3,84,7,21,11,21,0.18017075181904804
2706,4,49,7,28,16,7,0.18017075181904804
2706,5,49,7,35,15,0,0.18017075181904804
2707,0,8,4,12,6,4,0.32612941232267356
2707,1,32,4,4,2,4,0.32612941232267356
2707,2,60,4,0,0,0,0.32612941232267356
2707,3,40,4,4,1,0,0.32612941232267356
2707,4,16,4,16,6,4,0.32612941232267356
2707,5,36,4,12,4,0,0.32612941232267356
2707,6,32,4,12,3,4,0.32612941232267356
2707,7,44,4,12,4,8,0.32612941232267356
2708,0,40,4,12,6,12,0.4073766601334893
2708,1,32,4,20,9,8,0.4073766601334893
2708,2,64,4,8,4,0,0.4073766601334893
2709,0,120,24,0,0,24,0.6205584357777058
2709,1,216,24,24,13,0,0.6205584357777058
2709,2,72,24,0,0,0,0.6205584357777058
2710,0,99,9,0,0,0,0.48996186131222175
2710,1,81,9,27,13,0,0.48996186131222175
2710,2,90,9,27,11,18,0.48996186131222175
2710,3,99,9,9,3,0,0.48996186131222175
2710,4,63,9,18,9,0,0.48996186131222175
2710,5,72,9,27,10,9,0.48996186131222175
2710,6,99,9,0,0,9,0.48996186131222175
2710,7,36,9,0,0,18,0.48996186131222175
2710,8,90,9,0,0,0,0.48996186131222175
2710,9,54,9,36,15,0,0.48996186131222175
2710,10,54,9,9,2,27,0.48996186131222175
2710,11,108,9,27,16,0,0.48996186131222175
2711,0,18,3,0,0,6,0.16693832662063693
2711,1,30,3,3,1,3,0.16693832662063693
2711,2,30,3,6,2,6,0.16693832662063693
2711,3,30,3,6,3,0,0.16693832662063693
2711,4,15,3,15,7,0,0.16693832662063693
2711,5,30,3,9,3,0,0.16693832662063693
2711,6,12,3,6,2,0,0.16693832662063693
2712,0,81,9,9,3,9,0.8643943661206176
2712,1,81,9,9,5,9,0.8643943661206176
2712,2,36,9,45,25,18,0.8643943661206176
2712,3,90,9,18,10,0,0.8643943661206176
2712,4,99,9,27,11,0,0.8643943661206176
2712,5,108,9,0,0,27,0.8643943661206176
2712,6,99,9,9,3,9,0.8643943661206176
2712,7,63,9,36,17,0,0.8643943661206176
2712,8,81,9,27,11,0,0.8643943661206176
2713,0,209,19,19,7,19,0.6515063984962988
2713,1,114,19,19,7,19,0.6515063984962988
2713,2,133,19,38,24,76,0.6515063984962988
2713,3,152,19,38,20,0,0.6515063984962988
2713,4,133,19,57,33,19,0.6515063984962988
2713,5,76,19,57,30,0,0.6515063984962988
2714,0,10,2,6,3,6,0.18564105348831703
2714,1,24,2,2,1,4,0.18564105348831703
2714,2,12,2,10,3,6,0.18564105348831703
2714,3,20,2,2,0,4,0.18564105348831703
2714,4,26,2,6,3,2,0.18564105348831703
2714,5,10,2,4,2,4,0.18564105348831703
2715,0,126,7,21,6,14,0.680352283776205
2715,1,28,7,14,5,0,0.680352283776205
2715,2,63,7,21,10,0,0.680352283776205
2715,3,42,7,0,0,0,0.680352283776205
2715,4,77,7,7,3,7,0.680352283776205
2715,5,77,7,7,2,0,0.680352283776205
2716,0,42,6,24,7,6,0.6640735551643147
2716,1,60,6,24,10,6,0.6640735551643147
2716,2,48,6,0,0,6,0.6640735551643147
2716,3,36,6,0,0,24,0.6640735551643147
2716,4,90,6,12,6,12,0.6640735551643147
2716,5,30,6,18,10,6,0.6640735551643147
2716,6,72,6,18,9,0,0.6640735551643147
2716,7,36,6,18,6,6,0.6640735551643147
2716,8,72,6,6,3,0,0.6640735551643147
2716,9,54,6,18,12,12,0.6640735551643147
2717,0,55,5,15,10,5,0.3917303690151708
2717,1,35,5,5,2,15,0.3917303690151708
2717,2,40,5,5,3,20,0.3917303690151708
2717,3,30,5,20,8,10,0.3917303690151708
2717,4,25,5,10,5,5,0.3917303690151708
2717,5,35,5,15,6,10,0.3917303690151708
2717,6,10,5,10,5,5,0.3917303690151708
2717,7,40,5,10,3,5,0.3917303690151708
2717,8,25,5,15,9,5,0.3917303690151708
2717,9,30,5,15,7,0,0.3917303690151708
2717,10,30,5,10,6,0,0.3917303690151708
2717,11,40,5,20,11,0,0.3917303690151708
2718,0,84,6,0,0,0,0.6533775567343929
2718,1,78,6,0,0,6,0.6533775567343929
2718,2,48,6,12,5,0,0.6533775567343929
2718,3,36,6,6,3,0,0.6533775567343929
2718,4,72,6,6,3,0,0.6533775567343929
2718,5,48,6,6,2,6,0.6533775567343929
2718,6,42,6,6,4,0,0.6533775567343929
2719,0,88,11,44,26,0,0.5496012454941195
2719,1,132,11,22,14,11,0.5496012454941195
2719,2,88,11,33,17,0,0.5496012454941195
2719,3,88,11,22,7,0,0.5496012454941195
2719,4,132,11,44,29,11,0.5496012454941195
2719,5,66,11,11,3,11,0.5496012454941195
2719,6,121,11,11,4,22,0.5496012454941195
2719,7,121,11,11,4,0,0.5496012454941195
2720,0,204,34,136,62,102,0.7627438789912365
2720,1,340,34,204,123,34,0.7627438789912365
2720,2,238,34,34,22,34,0.7627438789912365
2720,3,408,34,102,37,34,0.7627438789912365
2720,4,306,34,68,44,34,0.7627438789912365
2720,5,238,34,136,50,102,0.7627438789912365
2721,0,128,16,16,5,32,0.4605800061749941
2721,1,112,16,0,0,16,0.4605800061749941
2721,2,192,16,64,21,16,0.4605800061749941
2721,3,160,16,16,9,0,0.4605800061749941
2721,4,112,16,16,6,16,0.4605800061749941
2721,5,208,16,16,9,16,0.4605800061749941
2722,0,4,1,3,0,0,0.27259253690154733
2722,1,9,1,1,0,2,0.27259253690154733
2722,2,6,1,1,0,1,0.27259253690154733
2722,3,6,1,3,1,0,0.27259253690154733
2722,4,10,1,3,1,1,0.27259253690154733
2723,0,63,7,7,4,0,0.34868633596556975
2723,1,35,7,21,9,7,0.34868633596556975
2723,2,35,7,14,7,0,0.34868633596556975
2723,3,56,7,14,7,14,0.34868633596556975
2723,4,49,7,21,11,0,0.34868633596556975
2723,5,84,7,0,0,14,0.34868633596556975
2723,6,56,7,14,6,7,0.34868633596556975
2724,0,18,2,4,2,4,0.18458902642674313
2724,1,16,2,4,1,2,0.18458902642674313
2724,2,12,2,4,1,0,0.18458902642674313
2724,3,22,2,2,0,4,0.18458902642674313
2724,4,18,2,4,1,6,0.18458902642674313
2725,0,126,9,36,16,18,0.3771278459650805
2725,1,54,9,27,17,18,0.3771278459650805
2725,2,126,9,9,4,9,0.3771278459650805
2725,3,108,9,18,9,0,0.3771278459650805
2725,4,72,9,18,11,0,0.3771278459650805
2725,5,153,9,0,0,0,0.3771278459650805
2725,6,72,9,0,0,9,0.3771278459650805
2725,7,63,9,18,8,0,0.3771278459650805
2725,8,45,9,9,4,36,0.3771278459650805
2726,0,28,2,0,0,0,0.2485547938997818
2726,1,14,2,6,2,2,0.2485547938997818
2726,2,20,2,2,1,0,0.2485547938997818
2726,3,28,2,4,1,4,0.2485547938997818
2726,4,16,2,2,0,0,0.2485547938997818
2727,0,198,18,18,11,0,0.5117429886168962
2727,1,54,18,0,0,18,0.5117429886168962
2727,2,198,18,18,10,54,0.5117429886168962
2727,3,108,18,18,11,18,0.5117429886168962
2727,4,72,18,18,7,72,0.5117429886168962
2727,5,72,18,54,28,18,0.5117429886168962
2727,6,108,18,18,12,18,0.5117429886168962
2727,7,216,18,0,0,36,0.5117429886168962
2727,8,234,18,36,17,0,0.5117429886168962
2727,9,108,18,0,0,18,0.5117429886168962
2728,0,140,20,20,12,40,0.701907710569567
2728,1,220,20,80,25,0,0.701907710569567
2728,2,220,20,40,26,0,0.701907710569567
2728,3,140,20,20,8,40,0.701907710569567
2728,4,100,20,20,11,20,0.701907710569567
2728,5,160,20,0,0,0,0.701907710569567
2728,6,160,20,60,36,20,0.701907710569567
2728,7,100,20,0,0,20,0.701907710569567
2728,8,120,20,60,41,0,0.701907710569567
2729,0,16,2,2,1,6,0.3567806218305038
2729,1,26,2,2,1,6,0.3567806218305038
2729,2,18,2,0,0,2,0.3567806218305038
2729,3,12,2,4,1,2,0.3567806218305038
2729,4,14,2,4,2,2,0.3567806218305038
2729,5,16,2,4,2,4,0.3567806218305038
2730,0,85,17,68,21,17,0.3539533449187528
2730,1,204,17,51,29,17,0.3539533449187528
2730,2,153,17,34,14,51,0.3539533449187528
2730,3,204,17,0,0,0,0.3539533449187528
2730,4,119,17,17,10,0,0.3539533449187528
2731,0,60,12,12,7,12,0.6521142168556361
2731,1,156,12,60,35,0,0.6521142168556361
2731,2,144,12,60,20,24,0.6521142168556361
2731,3,60,12,12,5,12,0.6521142168556361
2731,4,144,12,24,11,12,0.6521142168556361
2731,5,72,12,12,4,0,0.6521142168556361
2731,6,108,12,12,4,0,0.6521142168556361
2732,0,30,6,12,7,6,0.4939690207321214
2732,1,42,6,24,13,0,0.4939690207321214
2732,2,48,6,18,7,0,0.4939690207321214
2732,3,78,6,24,14,12,0.4939690207321214
2732,4,42,6,6,3,6,0.4939690207321214
2732,5,54,6,18,10,6,0.4939690207321214
2732,6,18,6,18,7,0,0.4939690207321214
2732,7,84,6,12,4,0,0.4939690207321214
2733,0,72,12,36,23,12,0.8683200374835377
2733,1,108,12,12,4,24,0.8683200374835377
2733,2,132,12,12,8,12,0.8683200374835377
2733,3,60,12,48,23,48,0.8683200374835377
2733,4,60,12,48,25,0,0.8683200374835377
2733,5,96,12,12,7,24,0.8683200374835377
2734,0,945,189,567,196,378,0.455878255263105
2734,1,1323,189,0,0,189,0.455878255263105
2734,2,2268,189,756,331,189,0.455878255263105
2734,3,1512,189,189,97,378,0.455878255263105
2734,4,567,189,567,392,189,0.455878255263105
2734,5,1512,189,378,153,0,0.455878255263105
2734,6,1701,189,378,248,567,0.455878255263105
2735,0,378,63,126,71,0,0.6157312378984489
2735,1,630,63,0,0,126,0.6157312378984489
2735,2,504,63,315,150,63,0.6157312378984489
2735,3,378,63,126,86,63,0.6157312378984489
2735,4,504,63,63,24,0,0.6157312378984489
2735,5,504,63,63,33,0,0.6157312378984489
2735,6,630,63,126,53,0,0.6157312378984489
2735,7,630,63,315,124,126,0.6157312378984489
2736,0,120,12,36,22,12,0.6135130599229334
2736,1,120,12,0,0,12,0.6135130599229334
2736,2,96,12,36,21,36,0.6135130599229334
2736,3,132,12,24,7,12,0.6135130599229334
2736,4,60,12,12,6,0,0.6135130599229334
2737,0,36,4,8,5,8,0.15314187573988455
2737,1,28,4,12,5,4,0.15314187573988455
2737,2,28,4,8,3,0,0.15314187573988455
2737,3,44,4,12,5,0,0.15314187573988455
2737,4,8,4,0,0,4,0.15314187573988455
2737,5,24,4,0,0,4,0.15314187573988455
2737,6,44,4,12,7,8,0.15314187573988455
2737,7,24,4,0,0,16,0.15314187573988455
2737,8,40,4,4,2,0,0.15314187573988455
2738,0,90,18,0,0,36,0.8640044899859829
2738,1,144,18,18,7,0,0.8640044899859829
2738,2,288,18,0,0,0,0.8640044899859829
2738,3,126,18,54,27,18,0.8640044899859829
2738,4,162,18,18,12,0,0.8640044899859829
2739,0,140,14,28,18,14,0.27313715833311736
2739,1,182,14,28,18,28,0.27313715833311736
2739,2,70,14,70,25,28,0.27313715833311736
2739,3,168,14,70,33,14,0.27313715833311736
2739,4,98,14,28,11,14,0.27313715833311736
2739,5,70,14,0,0,56,0.27313715833311736
2740,0,70,7,14,9,21,0.3984621453957806
2740,1,28,7,14,4,0,0.3984621453957806
2740,2,21,7,7,2,7,0.3984621453957806
2740,3,49,7,14,5,14,0.3984621453957806
2740,4,70,7,7,3,0,0.3984621453957806
2740,5,56,7,14,5,0,0.3984621453957806
2741,0,108,9,27,15,9,0.5883412897811874
2741,1,72,9,9,3,0,0.5883412897811874
2741,2,36,9,45,19,9,0.5883412897811874
2742,0,36,4,4,2,8,0.2321507242609243
2742,1,24,4,12,5,0,0.2321507242609243
2742,2,24,4,12,4,4,0.2321507242609243
2742,3,24,4,8,3,4,0.2321507242609243
2743,0,130,26,130,71,0,0.7518873397935448
2743,1,130,26,52,25,0,0.7518873397935448
2743,2,208,26,52,19,26,0.7518873397935448
2743,3,182,26,26,12,52,0.7518873397935448
2743,4,208,26,52,35,0,0.7518873397935448
2743,5,182,26,26,8,78,0.7518873397935448
2743,6,156,26,78,47,52,0.7518873397935448
2744,0,126,9,9,3,9,0.4835683539383628
2744,1,72,9,27,17,9,0.4835683539383628
2744,2,54,9,0,0,0,0.4835683539383628
2744,3,90,9,27,12,9,0.4835683539383628
2744,4,81,9,18,7,0,0.4835683539383628
2744,5,63,9,18,7,9,0.4835683539383628
2745,0,306,51,51,35,51,0.8054174544140835
2745,1,561,51,153,52,51,0.8054174544140835
2745,2,306,51,102,67,153,0.8054174544140835
2745,3,408,51,51,22,0,0.8054174544140835
2745,4,612,51,102,44,153,0.8054174544140835
2745,5,357,51,153,105,0,0.8054174544140835
2745,6,714,51,0,0,51,0.8054174544140835
2745,7,357,51,0,0,0,0.8054174544140835
2745,8,306,51,153,85,51,0.8054174544140835
2746,0,80,10,30,9,0,0.2681280765514279
2746,1,60,10,30,12,0,0.2681280765514279
2746,2,60,10,20,9,10,0.2681280765514279
2746,3,60,10,10,5,10,0.2681280765514279
2746,4,130,10,20,10,10,0.2681280765514279
2747,0,24,4,8,4,8,0.11525784174932976
2747,1,16,4,8,2,4,0.11525784174932976
2747,2,40,4,0,0,0,0.11525784174932976
2747,3,36,4,4,2,4,0.11525784174932976
2747,4,32,4,8,4,8,0.11525784174932976
2747,5,20,4,8,5,0,0.11525784174932976
2747,6,28,4,12,4,8,0.11525784174932976
2747,7,44,4,8,4,4,0.11525784174932976
2747,8,8,4,4,2,0,0.11525784174932976
2748,0,320,40,160,48,0,0.5617384781807647
2748,1,440,40,160,74,0,0.5617384781807647
2748,2,320,40,40,18,40,0.5617384781807647
2748,3,280,40,120,63,80,0.5617384781807647
2748,4,160,40,80,32,80,0.5617384781807647
2748,5,240,40,0,0,0,0.5617384781807647
2748,6,480,40,80,46,0,0.5617384781807647
2749,0,276,23,115,57,23,0.664160727458395
2749,1,253,23,0,0,23,0.664160727458395
2749,2,230,23,23,14,23,0.664160727458395
2749,3,207,23,23,7,0,0.664160727458395
2749,4,230,23,69,21,0,0.664160727458395
2749,5,184,23,115,35,46,0.664160727458395
2750,0,42,7,14,9,0,0.5248922455287595
2750,1,49,7,14,7,7,0.5248922455287595
2750,2,98,7,0,0,7,0.5248922455287595
2750,3,35,7,28,9,0,0.5248922455287595
2750,4,49,7,7,4,0,0.5248922455287595
2750,5,70,7,21,13,0,0.5248922455287595
2750,6,56,7,14,4,0,0.5248922455287595
2750,7,84,7,35,19,0,0.5248922455287595
2750,8,42,7,28,11,7,0.5248922455287595
2751,0,126,18,0,0,0,0.3812528102844783
2751,1,108,18,36,16,18,0.3812528102844783
2751,2,162,18,54,30,18,0.3812528102844783
2751,3,144,18,18,11,36,0.3812528102844783
2751,4,162,18,18,8,36,0.3812528102844783
2751,5,234,18,18,8,0,0.3812528102844783
2752,0,52,4,12,8,4,0.09985776586453961
2752,1,24,4,12,5,0,0.09985776586453961
2752,2,44,4,16,10,0,0.09985776586453961
2752,3,28,4,12,5,8,0.09985776586453961
2752,4,32,4,8,4,4,0.09985776586453961
2752,5,20,4,16,7,4,0.09985776586453961
2752,6,24,4,0,0,4,0.09985776586453961
2752,7,28,4,4,1,4,0.09985776586453961
2752,8,36,4,12,6,0,0.09985776586453961
2753,0,8,2,4,1,6,0.3251142777678567
2753,1,18,2,0,0,4,0.3251142777678567
2753,2,12,2,4,1,2,0.3251142777678567
2753,3,18,2,2,1,2,0.3251142777678567
2753,4,28,2,0,0,4,0.3251142777678567
2753,5,30,2,8,3,8,0.3251142777678567
2753,6,20,2,4,1,4,0.3251142777678567
2754,0,8,2,0,0,0,0.2616816996928594
2754,1,10,2,8,4,8,0.2616816996928594
2754,2,20,2,4,2,4,0.2616816996928594
2754,3,18,2,4,1,2,0.2616816996928594
2754,4,18,2,0,0,2,0.2616816996928594
2754,5,12,2,6,4,2,0.2616816996928594
2754,6,26,2,4,2,0,0.2616816996928594
2754,7,12,2,6,3,8,0.2616816996928594
2754,8,22,2,6,2,0,0.2616816996928594
2754,9,10,2,0,0,2,0.2616816996928594
2755,0,35,7,7,3,14,0.31361915099048543
2755,1,70,7,28,14,0,0.31361915099048543
2755,2,77,7,14,5,7,0.31361915099048543
2755,3,63,7,7,3,7,0.31361915099048543
2755,4,70,7,14,6,7,0.31361915099048543
2755,5,49,7,21,8,0,0.31361915099048543
2755,6,56,7,14,7,0,0.31361915099048543
2755,7,63,7,7,3,14,0.31361915099048543
2756,0,48,8,24,8,0,0.8245531132741232
2756,1,88,8,8,5,16,0.8245531132741232
2756,2,56,8,32,15,8,0.8245531132741232
2756,3,72,8,16,6,16,0.8245531132741232
2756,4,112,8,24,11,8,0.8245531132741232
2757,0,264,22,66,33,22,0.37045680464180364
2757,1,198,22,154,58,0,0.37045680464180364
2757,2,176,22,66,40,22,0.37045680464180364
2757,3,264,22,44,23,22,0.37045680464180364
2757,4,88,22,0,0,0,0.37045680464180364
2757,5,154,22,0,0,0,0.37045680464180364
2757,6,264,22,44,27,22,0.37045680464180364
2758,0,154,14,56,28,14,0.562024798632781
2758,1,98,14,14,9,0,0.562024798632781
2758,2,112,14,28,13,0,0.562024798632781
2758,3,14,14,42,26,14,0.562024798632781
2759,0,156,13,13,5,0,0.4952460912809836
2759,1,91,13,52,29,13,0.4952460912809836
2759,2,156,13,13,8,0,0.4952460912809836
2759,3,78,13,26,10,0,0.4952460912809836
2759,4,130,13,13,7,39,0.4952460912809836
2759,5,143,13,26,16,0,0.4952460912809836
2759,6,104,13,13,8,13,0.4952460912809836
2759,7,104,13,13,5,26,0.4952460912809836
2759,8,91,13,52,30,13,0.4952460912809836
2760,0,352,44,220,107,0,0.7933798530841684
2760,1,396,44,0,0,44,0.7933798530841684
2760,2,352,44,44,24,0,0.7933798530841684
2760,3,220,44,220,114,0,0.7933798530841684
2760,4,264,44,132,90,0,0.7933798530841684
2760,5,264,44,0,0,88,0.7933798530841684
2760,6,352,44,88,39,88,0.7933798530841684
2760,7,308,44,44,19,88,0.7933798530841684
2760,8,308,44,220,70,88,0.7933798530841684
2760,9,484,44,132,67,88,0.7933798530841684
2761,0,84,6,6,3,0,0.3194390827173784
2761,1,90,6,6,1,0,0.3194390827173784
2761,2,48,6,6,1,12,0.3194390827173784
2761,3,42,6,6,2,0,0.3194390827173784
2761,4,60,6,18,10,0,0.3194390827173784
2761,5,54,6,18,11,0,0.3194390827173784
2761,6,48,6,18,11,0,0.3194390827173784
2762,0,90,10,0,0,20,0.7437364583788805
2762,1,60,10,10,3,0,0.7437364583788805
2762,2,70,10,50,25,20,0.7437364583788805
2762,3,60,10,20,9,20,0.7437364583788805
2763,0,24,4,4,1,0,0.6860728515023958
2763,1,40,4,12,4,0,0.6860728515023958
2763,2,40,4,0,0,8,0.6860728515023958
2763,3,20,4,0,0,4,0.6860728515023958
2763,4,32,4,8,5,8,0.6860728515023958
2763,5,36,4,4,1,4,0.6860728515023958
2763,6,20,4,16,7,0,0.6860728515023958
2763,7,20,4,4,2,4,0.6860728515023958
2763,8,20,4,8,4,4,0.6860728515023958
2763,9,24,4,4,1,4,0.6860728515023958
2764,0,168,14,14,9,28,0.6387094745430278
2764,1,168,14,28,8,0,0.6387094745430278
2764,2,98,14,14,8,0,0.6387094745430278
2764,3,140,14,84,44,0,0.6387094745430278
2764,4,126,14,28,12,0,0.6387094745430278
2764,5,210,14,42,14,0,0.6387094745430278
2764,6,112,14,56,37,0,0.6387094745430278
2764,7,98,14,70,32,14,0.6387094745430278
2765,0,30,6,0,0,6,0.4966257450407903
2765,1,24,6,18,10,0,0.4966257450407903
2765,2,48,6,12,7,0,0.4966257450407903
2765,3,66,6,6,3,6,0.4966257450407903
2765,4,42,6,6,3,24,0.4966257450407903
2765,5,24,6,18,6,0,0.4966257450407903
2765,6,36,6,12,3,0,0.4966257450407903
2766,0,35,5,5,2,0,0.6845224789659611
2766,1,60,5,0,0,5,0.6845224789659611
2766,2,55,5,10,6,0,0.6845224789659611
2766,3,45,5,5,2,0,0.6845224789659611
2766,4,35,5,10,6,0,0.6845224789659611
2766,5,35,5,15,8,5,0.6845224789659611
2767,0,315,35,140,71,70,0.7141043299278893
2767,1,315,35,70,33,0,0.7141043299278893
2767,2,245,35,105,35,35,0.7141043299278893
2767,3,245,35,70,27,35,0.7141043299278893
2767,4,280,35,140,90,70,0.7141043299278893
2767,5,245,35,70,46,35,0.7141043299278893
2767,6,350,35,35,18,35,0.7141043299278893
2767,7,245,35,0,0,35,0.7141043299278893
2767,8,385,35,35,24,70,0.7141043299278893
2767,9,175,35,35,13,35,0.7141043299278893
2767,10,385,35,0,0,0,0.7141043299278893
2768,0,54,9,27,10,9,0.24550672564527692
2768,1,63,9,27,10,36,0.24550672564527692
2768,2,108,9,9,6,9,0.24550672564527692
2768,3,63,9,27,8,0,0.24550672564527692
2768,4,36,9,27,18,0,0.24550672564527692
2768,5,81,9,9,4,9,0.24550672564527692
2769,0,18,2,4,2,0,0.333608748104925
2769,1,8,2,2,1,2,0.333608748104925
2769,2,22,2,8,4,2,0.333608748104925
2769,3,10,2,2,1,0,0.333608748104925
2770,0,98,7,42,24,0,0.437191490792324
2770,1,21,7,0,0,14,0.437191490792324
2770,2,63,7,14,8,7,0.437191490792324
2770,3,77,7,21,7,0,0.437191490792324
2770,4,42,7,28,14,14,0.437191490792324
2770,5,63,7,14,8,7,0.437191490792324
2771,0,6,2,10,6,4,0.2852326491012706
2771,1,22,2,2,1,0,0.2852326491012706
2771,2,14,2,4,2,2,0.2852326491012706
2771,3,8,2,6,2,2,0.2852326491012706
2772,0,150,25,75,38,0,0.24421520389696144
2772,1,200,25,0,0,50,0.24421520389696144
2772,2,275,25,25,17,50,0.24421520389696144
2772,3,225,25,0,0,50,0.24421520389696144
2772,4,175,25,25,15,0,0.24421520389696144
2773,0,87,29,0,0,29,0.6205584357777058
2773,1,464,29,29,14,58,0.6205584357777058
2773,2,261,29,29,10,0,0.6205584357777058
2773,3,290,29,116,44,58,0.6205584357777058
2773,4,145,29,116,52,29,0.6205584357777058
2773,5,232,29,29,10,0,0.6205584357777058
2774,0,360,45,90,41,45,0.5539043406302878
2774,1,405,45,90,45,45,0.5539043406302878
2774,2,630,45,135,73,0,0.5539043406302878
2774,3,315,45,90,44,0,0.5539043406302878
2775,0,96,8,32,16,16,0.5911383642280262
2775,1,80,8,16,5,0,0.5911383642280262
2775,2,40,8,48,18,0,0.5911383642280262
2775,3,120,8,8,4,16,0.5911383642280262
2775,4,104,8,8,2,0,0.5911383642280262
2775,5,48,8,8,4,8,0.5911383642280262
2775,6,48,8,24,10,8,0.5911383642280262
2775,7,120,8,8,3,8,0.5911383642280262
2775,8,48,8,16,8,0,0.5911383642280262
2776,0,121,11,0,0,22,0.2994655056015107
2776,1,88,11,33,10,22,0.2994655056015107
2776,2,33,11,11,6,22,0.2994655056015107
2776,3,66,11,11,6,11,0.2994655056015107
2776,4,44,11,11,4,0,0.2994655056015107
2777,0,45,5,10,5,10,0.5906367397372805
2777,1,50,5,5,2,10,0.5906367397372805
2777,2,25,5,10,4,10,0.5906367397372805
2777,3,30,5,5,1,0,0.5906367397372805
2777,4,40,5,10,6,0,0.5906367397372805
2777,5,30,5,5,2,0,0.5906367397372805
2777,6,50,5,5,2,0,0.5906367397372805
2777,7,20,5,0,0,10,0.5906367397372805
2778,0,49,7,14,9,14,0.5248922455287595
2778,1,21,7,14,6,0,0.5248922455287595
2778,2,70,7,14,8,0,0.5248922455287595
2778,3,63,7,7,2,7,0.5248922455287595
2778,4,70,7,21,7,7,0.5248922455287595
2778,5,49,7,14,5,7,0.5248922455287595
2778,6,77,7,28,11,7,0.5248922455287595
2778,7,14,7,21,9,0,0.5248922455287595
2778,8,42,7,7,4,0,0.5248922455287595
2778,9,49,7,28,15,7,0.5248922455287595
2779,0,180,15,45,25,45,0.8086517501063156
2779,1,120,15,15,6,30,0.8086517501063156
2779,2,165,15,0,0,0,0.8086517501063156
2779,3,150,15,0,0,15,0.8086517501063156
2780,0,168,21,21,12,21,0.37057281843321654
2780,1,84,21,42,20,42,0.37057281843321654
2780,2,105,21,63,38,42,0.37057281843321654
2780,3,168,21,63,19,21,0.37057281843321654
2780,4,105,21,42,26,42,0.37057281843321654
2781,0,70,5,0,0,0,0.44498128728779
2781,1,40,5,5,2,0,0.44498128728779
2781,2,30,5,5,2,5,0.44498128728779
2781,3,55,5,5,2,0,0.44498128728779
2781,4,55,5,15,8,0,0.44498128728779
2781,5,40,5,10,5,20,0.44498128728779
2781,6,40,5,15,6,0,0.44498128728779
2781,7,45,5,20,8,0,0.44498128728779
2781,8,15,5,15,6,5,0.44498128728779
2781,9,55,5,5,2,10,0.44498128728779
2782,0,51,3,6,4,0,0.09985776586453961
2782,1,21,3,3,1,9,0.09985776586453961
2782,2,45,3,3,1,3,0.09985776586453961
2782,3,24,3,15,8,0,0.09985776586453961
2782,4,36,3,0,0,0,0.09985776586453961
2782,5,15,3,6,1,0,0.09985776586453961
2783,0,27,3,3,1,0,0.3200077548826561
2783,1,36,3,3,1,6,0.3200077548826561
2783,2,9,3,6,3,6,0.3200077548826561
2783,3,30,3,3,1,3,0.3200077548826561
2783,4,21,3,12,5,6,0.3200077548826561
2783,5,24,3,6,4,3,0.3200077548826561
2783,6,27,3,3,1,0,0.3200077548826561
2784,0,306,34,68,44,34,0.36209154254934695
2784,1,204,34,34,19,0,0.36209154254934695
2784,2,272,34,102,52,68,0.36209154254934695
2784,3,204,34,34,19,34,0.36209154254934695
2784,4,136,34,102,62,34,0.36209154254934695
